"subjectid","featurename","activityname","meanvalue"
"13","fBodyAcc-mean()-Z","WALKING",-6.93299108648649
"13","fBodyAcc-meanFreq()-X","WALKING",-2.78230799315589
"13","fBodyAcc-meanFreq()-Y","WALKING",-0.452841436160714
"13","fBodyAcc-meanFreq()-Z","WALKING",0.605667416334661
"13","fBodyAcc-std()-X","WALKING",-6.49432020384615
"13","fBodyAcc-std()-Y","WALKING",-5.32507836428571
"13","fBodyAcc-std()-Z","WALKING",-6.74727043854167
"13","fBodyAccJerk-mean()-X","WALKING",-7.0545367124183
"13","fBodyAccJerk-mean()-Y","WALKING",-6.65033249560811
"13","fBodyAccJerk-mean()-Z","WALKING",-7.31518688264984
"13","fBodyAccJerk-meanFreq()-X","WALKING",-0.279765163176895
"13","fBodyAccJerk-meanFreq()-Y","WALKING",-2.95542892765152
"13","fBodyAccJerk-meanFreq()-Z","WALKING",-1.60253444126984
"13","fBodyAccJerk-std()-X","WALKING",-7.21203217244898
"13","fBodyAccJerk-std()-Y","WALKING",-6.61523400181159
"13","fBodyAccJerk-std()-Z","WALKING",-7.44823539571865
"13","fBodyAccMag-mean()","WALKING",-6.36401931815181
"13","fBodyAccMag-meanFreq()","WALKING",1.07264930361446
"13","fBodyAccMag-std()","WALKING",-6.82527392578616
"13","fBodyBodyAccJerkMag-mean()","WALKING",-6.7129060020339
"13","fBodyBodyAccJerkMag-meanFreq()","WALKING",2.54649026695279
"13","fBodyBodyAccJerkMag-std()","WALKING",-7.15791452241993
"13","fBodyBodyGyroJerkMag-mean()","WALKING",-7.38042312698413
"13","fBodyBodyGyroJerkMag-meanFreq()","WALKING",1.91273643358779
"13","fBodyBodyGyroJerkMag-std()","WALKING",-7.53788418113208
"13","fBodyBodyGyroMag-mean()","WALKING",-6.76265457936508
"13","fBodyBodyGyroMag-meanFreq()","WALKING",0.874850696624473
"13","fBodyBodyGyroMag-std()","WALKING",-6.93756320644172
"13","fBodyGyro-mean()-X","WALKING",-7.0794940506579
"13","fBodyGyro-mean()-Y","WALKING",-6.95832178092105
"13","fBodyGyro-mean()-Z","WALKING",-6.64443517861842
"13","fBodyGyro-meanFreq()-X","WALKING",-1.75522599380952
"13","fBodyGyro-meanFreq()-Y","WALKING",-1.02826740685484
"13","fBodyGyro-meanFreq()-Z","WALKING",-0.0744924914529915
"13","fBodyGyro-std()-X","WALKING",-7.42888911764706
"13","fBodyGyro-std()-Y","WALKING",-6.66564730031348
"13","fBodyGyro-std()-Z","WALKING",-6.87943984754601
"13","tBodyAcc-mean()-X","WALKING",2.76565753865031
"13","tBodyAcc-mean()-Y","WALKING",-0.5275577875
"13","tBodyAcc-mean()-Z","WALKING",-1.22889321548117
"13","tBodyAcc-std()-X","WALKING",-6.59810469129032
"13","tBodyAcc-std()-Y","WALKING",-5.22793651366907
"13","tBodyAcc-std()-Z","WALKING",-7.0450811262963
"13","tBodyAccJerk-mean()-X","WALKING",1.43989134020619
"13","tBodyAccJerk-mean()-Y","WALKING",-0.0740600036036036
"13","tBodyAccJerk-mean()-Z","WALKING",-0.313360864583333
"13","tBodyAccJerk-std()-X","WALKING",-7.03513928614865
"13","tBodyAccJerk-std()-Y","WALKING",-6.64201689283154
"13","tBodyAccJerk-std()-Z","WALKING",-7.30438626779141
"13","tBodyAccJerkMag-mean()","WALKING",-7.0707637543554
"13","tBodyAccJerkMag-std()","WALKING",-6.99236037508772
"13","tBodyAccMag-mean()","WALKING",-6.70281562961538
"13","tBodyAccMag-std()","WALKING",-6.42780462532895
"13","tBodyGyro-mean()-X","WALKING",-1.31918297254902
"13","tBodyGyro-mean()-Y","WALKING",-0.714207134166667
"13","tBodyGyro-mean()-Z","WALKING",1.6456591487395
"13","tBodyGyro-std()-X","WALKING",-7.25243037298137
"13","tBodyGyro-std()-Y","WALKING",-6.77901846559485
"13","tBodyGyro-std()-Z","WALKING",-6.58275232382445
"13","tBodyGyroJerk-mean()-X","WALKING",-1.2078304791411
"13","tBodyGyroJerk-mean()-Y","WALKING",-0.958257598837209
"13","tBodyGyroJerk-mean()-Z","WALKING",-1.004347829
"13","tBodyGyroJerk-std()-X","WALKING",-7.70350205412541
"13","tBodyGyroJerk-std()-Y","WALKING",-7.73067420990099
"13","tBodyGyroJerk-std()-Z","WALKING",-7.28599686489028
"13","tBodyGyroJerkMag-mean()","WALKING",-7.16688982615385
"13","tBodyGyroJerkMag-std()","WALKING",-7.42065802140575
"13","tBodyGyroMag-mean()","WALKING",-6.26440960990099
"13","tBodyGyroMag-std()","WALKING",-6.499866151875
"13","tGravityAcc-mean()-X","WALKING",7.17322429012346
"13","tGravityAcc-mean()-Y","WALKING",-0.451132299013158
"13","tGravityAcc-mean()-Z","WALKING",0.52505589321267
"13","tGravityAcc-std()-X","WALKING",-9.67268063455657
"13","tGravityAcc-std()-Y","WALKING",-9.53398203711656
"13","tGravityAcc-std()-Z","WALKING",-9.38727880275229
"13","tGravityAccMag-mean()","WALKING",-6.70281562961538
"13","tGravityAccMag-std()","WALKING",-6.42780462532895
"13","fBodyAcc-mean()-X","WALKING_DOWNSTAIRS",3.7381529
"13","fBodyAcc-mean()-Y","WALKING_DOWNSTAIRS",1.953155075
"13","fBodyAcc-mean()-Z","WALKING_DOWNSTAIRS",4.44078635
"13","fBodyAcc-meanFreq()-X","WALKING_DOWNSTAIRS",-2.70457795
"13","fBodyAcc-meanFreq()-Y","WALKING_DOWNSTAIRS",1.13468816666667
"13","fBodyAcc-meanFreq()-Z","WALKING_DOWNSTAIRS",4.5058107
"13","fBodyAcc-std()-Y","WALKING_DOWNSTAIRS",-6.92942515
"13","fBodyAcc-std()-Z","WALKING_DOWNSTAIRS",3.09969895
"13","fBodyAccJerk-mean()-X","WALKING_DOWNSTAIRS",0.23355552
"13","fBodyAccJerk-mean()-Y","WALKING_DOWNSTAIRS",8.0041464
"13","fBodyAccJerk-mean()-Z","WALKING_DOWNSTAIRS",8.3036574
"13","fBodyAccJerk-meanFreq()-X","WALKING_DOWNSTAIRS",-1.1063903
"13","fBodyAccJerk-meanFreq()-Y","WALKING_DOWNSTAIRS",0.1782603625
"13","fBodyAccJerk-meanFreq()-Z","WALKING_DOWNSTAIRS",0.4317345
"13","fBodyAccJerk-std()-X","WALKING_DOWNSTAIRS",9.04310895
"13","fBodyAccJerk-std()-Y","WALKING_DOWNSTAIRS",-3.4505955
"13","fBodyAccMag-mean()","WALKING_DOWNSTAIRS",5.4293451
"13","fBodyAccMag-meanFreq()","WALKING_DOWNSTAIRS",0.433647875
"13","fBodyBodyAccJerkMag-mean()","WALKING_DOWNSTAIRS",-5.2281369
"13","fBodyBodyAccJerkMag-meanFreq()","WALKING_DOWNSTAIRS",2.01857495714286
"13","fBodyBodyAccJerkMag-std()","WALKING_DOWNSTAIRS",2.37444158571429
"13","fBodyBodyGyroJerkMag-mean()","WALKING_DOWNSTAIRS",7.1093811
"13","fBodyBodyGyroJerkMag-meanFreq()","WALKING_DOWNSTAIRS",3.28824453333333
"13","fBodyBodyGyroJerkMag-std()","WALKING_DOWNSTAIRS",5.2579035
"13","fBodyBodyGyroMag-meanFreq()","WALKING_DOWNSTAIRS",0.853597333333333
"13","fBodyGyro-mean()-X","WALKING_DOWNSTAIRS",7.87565315
"13","fBodyGyro-mean()-Y","WALKING_DOWNSTAIRS",-6.1721481
"13","fBodyGyro-meanFreq()-X","WALKING_DOWNSTAIRS",-1.07016677857143
"13","fBodyGyro-meanFreq()-Y","WALKING_DOWNSTAIRS",-1.3816619
"13","fBodyGyro-meanFreq()-Z","WALKING_DOWNSTAIRS",2.38783731
"13","fBodyGyro-std()-Y","WALKING_DOWNSTAIRS",-2.29481955
"13","tBodyAcc-mean()-Y","WALKING_DOWNSTAIRS",-2.37996143962264
"13","tBodyAcc-mean()-Z","WALKING_DOWNSTAIRS",-1.8792881
"13","tBodyAcc-std()-X","WALKING_DOWNSTAIRS",6.3443789
"13","tBodyAcc-std()-Y","WALKING_DOWNSTAIRS",-1.75481456
"13","tBodyAcc-std()-Z","WALKING_DOWNSTAIRS",-4.88668606666667
"13","tBodyAccJerk-mean()-X","WALKING_DOWNSTAIRS",-2.95689956
"13","tBodyAccJerk-mean()-Y","WALKING_DOWNSTAIRS",2.50042742923077
"13","tBodyAccJerk-mean()-Z","WALKING_DOWNSTAIRS",-0.52336553655914
"13","tBodyAccJerk-std()-X","WALKING_DOWNSTAIRS",7.4227691
"13","tBodyAccJerk-std()-Y","WALKING_DOWNSTAIRS",-0.208251866666667
"13","tBodyAccJerkMag-mean()","WALKING_DOWNSTAIRS",-2.8570308
"13","tBodyAccJerkMag-std()","WALKING_DOWNSTAIRS",0.43388165
"13","tBodyAccMag-mean()","WALKING_DOWNSTAIRS",0.139164733333333
"13","tBodyAccMag-std()","WALKING_DOWNSTAIRS",-4.72056325
"13","tBodyGyro-mean()-X","WALKING_DOWNSTAIRS",-2.82383466470588
"13","tBodyGyro-mean()-Y","WALKING_DOWNSTAIRS",3.3331897
"13","tBodyGyro-mean()-Z","WALKING_DOWNSTAIRS",1.8159809
"13","tBodyGyroJerk-mean()-X","WALKING_DOWNSTAIRS",-0.0163278333333335
"13","tBodyGyroJerk-mean()-Y","WALKING_DOWNSTAIRS",-1.89205994166667
"13","tBodyGyroJerk-mean()-Z","WALKING_DOWNSTAIRS",-3.17130655714286
"13","tBodyGyroJerk-std()-Y","WALKING_DOWNSTAIRS",-3.591674
"13","tBodyGyroJerkMag-std()","WALKING_DOWNSTAIRS",-6.6311345
"13","tBodyGyroMag-mean()","WALKING_DOWNSTAIRS",5.5636778
"13","tGravityAcc-mean()-Z","WALKING_DOWNSTAIRS",0.114639129411765
"13","tGravityAccMag-mean()","WALKING_DOWNSTAIRS",0.139164733333333
"13","tGravityAccMag-std()","WALKING_DOWNSTAIRS",-4.72056325
"13","fBodyAcc-mean()-X","WALKING_UPSTAIRS",2.33767186666667
"13","fBodyAcc-mean()-Y","WALKING_UPSTAIRS",-0.070647056097561
"13","fBodyAcc-mean()-Z","WALKING_UPSTAIRS",-2.46931730344828
"13","fBodyAcc-meanFreq()-X","WALKING_UPSTAIRS",1.04252387321429
"13","fBodyAcc-meanFreq()-Y","WALKING_UPSTAIRS",-1.35072729462366
"13","fBodyAcc-meanFreq()-Z","WALKING_UPSTAIRS",0.998069984507042
"13","fBodyAcc-std()-X","WALKING_UPSTAIRS",-2.09383706666667
"13","fBodyAcc-std()-Y","WALKING_UPSTAIRS",-2.61151118409091
"13","fBodyAcc-std()-Z","WALKING_UPSTAIRS",-5.10805107741936
"13","fBodyAccJerk-mean()-X","WALKING_UPSTAIRS",0.12990438125
"13","fBodyAccJerk-mean()-Y","WALKING_UPSTAIRS",-1.50167495333333
"13","fBodyAccJerk-mean()-Z","WALKING_UPSTAIRS",-7.0894870375
"13","fBodyAccJerk-meanFreq()-X","WALKING_UPSTAIRS",-0.3384065
"13","fBodyAccJerk-meanFreq()-Y","WALKING_UPSTAIRS",0.160841529090909
"13","fBodyAccJerk-meanFreq()-Z","WALKING_UPSTAIRS",1.44782004769231
"13","fBodyAccJerk-std()-X","WALKING_UPSTAIRS",-1.35211154333333
"13","fBodyAccJerk-std()-Y","WALKING_UPSTAIRS",-2.6081309893617
"13","fBodyAccMag-mean()","WALKING_UPSTAIRS",-0.357110943478261
"13","fBodyAccMag-meanFreq()","WALKING_UPSTAIRS",1.52202577857143
"13","fBodyAccMag-std()","WALKING_UPSTAIRS",-5.82286577777778
"13","fBodyBodyAccJerkMag-mean()","WALKING_UPSTAIRS",-1.90686543928571
"13","fBodyBodyAccJerkMag-meanFreq()","WALKING_UPSTAIRS",0.515259181609195
"13","fBodyBodyAccJerkMag-std()","WALKING_UPSTAIRS",-1.79530305675676
"13","fBodyBodyGyroJerkMag-mean()","WALKING_UPSTAIRS",-3.32326116363636
"13","fBodyBodyGyroJerkMag-meanFreq()","WALKING_UPSTAIRS",2.31276997068966
"13","fBodyBodyGyroJerkMag-std()","WALKING_UPSTAIRS",-0.6445950125
"13","fBodyBodyGyroMag-mean()","WALKING_UPSTAIRS",-2.11713325
"13","fBodyBodyGyroMag-meanFreq()","WALKING_UPSTAIRS",-0.360626793506494
"13","fBodyBodyGyroMag-std()","WALKING_UPSTAIRS",-9.1697227
"13","fBodyGyro-mean()-X","WALKING_UPSTAIRS",-0.8343046
"13","fBodyGyro-mean()-Y","WALKING_UPSTAIRS",-0.362805295454546
"13","fBodyGyro-mean()-Z","WALKING_UPSTAIRS",-3.92722454347826
"13","fBodyGyro-meanFreq()-X","WALKING_UPSTAIRS",0.0385045718446602
"13","fBodyGyro-meanFreq()-Y","WALKING_UPSTAIRS",-1.10005625769231
"13","fBodyGyro-meanFreq()-Z","WALKING_UPSTAIRS",0.0845040209876543
"13","fBodyGyro-std()-X","WALKING_UPSTAIRS",-7.001098
"13","fBodyGyro-std()-Y","WALKING_UPSTAIRS",-1.9194204
"13","fBodyGyro-std()-Z","WALKING_UPSTAIRS",2.148357
"13","tBodyAcc-mean()-X","WALKING_UPSTAIRS",5.7515757
"13","tBodyAcc-mean()-Y","WALKING_UPSTAIRS",-1.99365257824427
"13","tBodyAcc-mean()-Z","WALKING_UPSTAIRS",-7.25840372068966
"13","tBodyAcc-std()-X","WALKING_UPSTAIRS",1.3172660375
"13","tBodyAcc-std()-Y","WALKING_UPSTAIRS",-0.995756066666667
"13","tBodyAcc-std()-Z","WALKING_UPSTAIRS",-3.31952471851852
"13","tBodyAccJerk-mean()-X","WALKING_UPSTAIRS",5.39234117892377
"13","tBodyAccJerk-mean()-Y","WALKING_UPSTAIRS",1.32018043561644
"13","tBodyAccJerk-mean()-Z","WALKING_UPSTAIRS",-0.77113638503937
"13","tBodyAccJerk-std()-X","WALKING_UPSTAIRS",-2.28059019666667
"13","tBodyAccJerk-std()-Y","WALKING_UPSTAIRS",-2.22466861363636
"13","tBodyAccJerk-std()-Z","WALKING_UPSTAIRS",-8.1127654
"13","tBodyAccJerkMag-mean()","WALKING_UPSTAIRS",-4.18698731315789
"13","tBodyAccJerkMag-std()","WALKING_UPSTAIRS",-0.7291951
"13","tBodyAccMag-mean()","WALKING_UPSTAIRS",-3.71418688360656
"13","tBodyAccMag-std()","WALKING_UPSTAIRS",0.572240961904762
"13","tBodyGyro-mean()-X","WALKING_UPSTAIRS",-2.37294682912621
"13","tBodyGyro-mean()-Y","WALKING_UPSTAIRS",-5.7138316729064
"13","tBodyGyro-mean()-Z","WALKING_UPSTAIRS",6.43237907525253
"13","tBodyGyro-std()-X","WALKING_UPSTAIRS",-6.25332206
"13","tBodyGyro-std()-Y","WALKING_UPSTAIRS",-2.03613670625
"13","tBodyGyro-std()-Z","WALKING_UPSTAIRS",-4.76866345
"13","tBodyGyroJerk-mean()-X","WALKING_UPSTAIRS",-5.88830970774194
"13","tBodyGyroJerk-mean()-Y","WALKING_UPSTAIRS",-3.13668285921053
"13","tBodyGyroJerk-mean()-Z","WALKING_UPSTAIRS",-4.10476529634703
"13","tBodyGyroJerk-std()-X","WALKING_UPSTAIRS",-2.673551175
"13","tBodyGyroJerk-std()-Y","WALKING_UPSTAIRS",-3.7663012826087
"13","tBodyGyroJerk-std()-Z","WALKING_UPSTAIRS",-7.9371516125
"13","tBodyGyroJerkMag-mean()","WALKING_UPSTAIRS",-7.1853713
"13","tBodyGyroJerkMag-std()","WALKING_UPSTAIRS",-4.37804509230769
"13","tBodyGyroMag-mean()","WALKING_UPSTAIRS",-1.16796825909091
"13","tBodyGyroMag-std()","WALKING_UPSTAIRS",-1.36597672857143
"13","tGravityAcc-mean()-X","WALKING_UPSTAIRS",-8.12019903333333
"13","tGravityAcc-mean()-Y","WALKING_UPSTAIRS",-0.207121817391305
"13","tGravityAcc-mean()-Z","WALKING_UPSTAIRS",3.31064714827586
"13","tGravityAccMag-mean()","WALKING_UPSTAIRS",-3.71418688360656
"13","tGravityAccMag-std()","WALKING_UPSTAIRS",0.572240961904762
"14","fBodyAcc-std()-X","SITTING",5.9152525
"14","fBodyAcc-std()-Z","SITTING",-4.9537239
"14","fBodyAccJerk-meanFreq()-X","SITTING",-9.359088
"14","fBodyAccJerk-meanFreq()-Y","SITTING",-4.76742
"14","fBodyAccMag-meanFreq()","SITTING",8.0607111
"14","fBodyBodyAccJerkMag-mean()","SITTING",2.3342945
"14","fBodyBodyGyroJerkMag-mean()","SITTING",5.0290564
"14","fBodyBodyGyroJerkMag-meanFreq()","SITTING",-1.4844762
"14","fBodyBodyGyroMag-std()","SITTING",-2.1276412
"14","fBodyGyro-mean()-Y","SITTING",1.3507425
"14","fBodyGyro-meanFreq()-X","SITTING",-0.4072895
"14","fBodyGyro-std()-Y","SITTING",5.7543351
"14","tBodyAcc-mean()-Y","SITTING",0.52932242
"14","tBodyAcc-mean()-Z","SITTING",2.3739356
"14","tBodyAcc-std()-Y","SITTING",-7.8493294
"14","tBodyAcc-std()-Z","SITTING",3.41369715
"14","tBodyAccJerk-mean()-X","SITTING",-0.921880100000001
"14","tBodyAccJerk-mean()-Y","SITTING",-7.4513001
"14","tBodyAccJerk-mean()-Z","SITTING",0.558427614285714
"14","tBodyAccJerk-std()-X","SITTING",-6.1652018
"14","tBodyAccJerk-std()-Z","SITTING",-4.0598698
"14","tBodyAccJerkMag-std()","SITTING",-7.7987489
"14","tBodyGyro-mean()-X","SITTING",-2.784311925
"14","tBodyGyro-std()-Y","SITTING",3.6693655
"14","tBodyGyroJerk-mean()-X","SITTING",-5.0778578
"14","tBodyGyroJerk-mean()-Z","SITTING",-1.8846459
"14","tBodyAccJerk-mean()-Y","STANDING",-7.4794979
"14","tBodyAccJerk-mean()-Z","STANDING",2.0212479
"14","tBodyGyroJerk-mean()-X","STANDING",-7.8512247
"14","tBodyGyroJerk-mean()-Y","STANDING",-9.9688789
"14","tBodyGyroMag-mean()","STANDING",7.447691
"14","fBodyAcc-mean()-X","WALKING",-6.79536992278912
"14","fBodyAcc-mean()-Y","WALKING",-5.24452484659498
"14","fBodyAcc-mean()-Z","WALKING",-5.04988665633803
"14","fBodyAcc-meanFreq()-X","WALKING",-3.53070877793103
"14","fBodyAcc-meanFreq()-Y","WALKING",-2.0792576906383
"14","fBodyAcc-meanFreq()-Z","WALKING",-1.47796580512821
"14","fBodyAcc-std()-X","WALKING",-6.80136465916955
"14","fBodyAcc-std()-Y","WALKING",-4.39952844029304
"14","fBodyAcc-std()-Z","WALKING",-3.24114724590747
"14","fBodyAccJerk-mean()-X","WALKING",-7.01861032624585
"14","fBodyAccJerk-mean()-Y","WALKING",-6.3505314652459
"14","fBodyAccJerk-mean()-Z","WALKING",-6.53741360754098
"14","fBodyAccJerk-meanFreq()-X","WALKING",-1.9118276504065
"14","fBodyAccJerk-meanFreq()-Y","WALKING",-3.63182225241636
"14","fBodyAccJerk-meanFreq()-Z","WALKING",-2.93322960076046
"14","fBodyAccJerk-std()-X","WALKING",-7.00476815278688
"14","fBodyAccJerk-std()-Y","WALKING",-6.35937656437908
"14","fBodyAccJerk-std()-Z","WALKING",-7.13470070509554
"14","fBodyAccMag-mean()","WALKING",-5.39929648771331
"14","fBodyAccMag-meanFreq()","WALKING",-1.01601923743017
"14","fBodyAccMag-std()","WALKING",-6.12151391275862
"14","fBodyBodyAccJerkMag-mean()","WALKING",-6.30566598529412
"14","fBodyBodyAccJerkMag-meanFreq()","WALKING",1.94063972121212
"14","fBodyBodyAccJerkMag-std()","WALKING",-6.58028787565789
"14","fBodyBodyGyroJerkMag-mean()","WALKING",-7.32909850411392
"14","fBodyBodyGyroJerkMag-meanFreq()","WALKING",1.197485972103
"14","fBodyBodyGyroJerkMag-std()","WALKING",-7.75286003343849
"14","fBodyBodyGyroMag-mean()","WALKING",-6.20375674184397
"14","fBodyBodyGyroMag-meanFreq()","WALKING",-2.03437363239437
"14","fBodyBodyGyroMag-std()","WALKING",-5.4629513751634
"14","fBodyGyro-mean()-X","WALKING",-7.09071177861635
"14","fBodyGyro-mean()-Y","WALKING",-5.87146543971119
"14","fBodyGyro-mean()-Z","WALKING",-4.64710853164983
"14","fBodyGyro-meanFreq()-X","WALKING",-3.00388939206349
"14","fBodyGyro-meanFreq()-Y","WALKING",-3.75547079016949
"14","fBodyGyro-meanFreq()-Z","WALKING",-2.86152856033755
"14","fBodyGyro-std()-X","WALKING",-7.44356529003115
"14","fBodyGyro-std()-Y","WALKING",-4.17422671648352
"14","fBodyGyro-std()-Z","WALKING",-4.40545529768212
"14","tBodyAcc-mean()-X","WALKING",2.7549257890625
"14","tBodyAcc-mean()-Y","WALKING",0.406546166666667
"14","tBodyAcc-mean()-Z","WALKING",-1.17810307534884
"14","tBodyAcc-std()-X","WALKING",-6.79667672827586
"14","tBodyAcc-std()-Y","WALKING",-4.3740733040146
"14","tBodyAcc-std()-Z","WALKING",-3.44740844695341
"14","tBodyAccJerk-mean()-X","WALKING",1.21881926346154
"14","tBodyAccJerk-mean()-Y","WALKING",-0.0137394010989011
"14","tBodyAccJerk-mean()-Z","WALKING",-0.0253634101851852
"14","tBodyAccJerk-std()-X","WALKING",-6.86267822682119
"14","tBodyAccJerk-std()-Y","WALKING",-6.19313215261438
"14","tBodyAccJerk-std()-Z","WALKING",-6.81843936302251
"14","tBodyAccJerkMag-mean()","WALKING",-6.58038032809365
"14","tBodyAccJerkMag-std()","WALKING",-6.41321141901639
"14","tBodyAccMag-mean()","WALKING",-5.26337759640288
"14","tBodyAccMag-std()","WALKING",-5.47233155531915
"14","tBodyGyro-mean()-X","WALKING",0.585918467777778
"14","tBodyGyro-mean()-Y","WALKING",-1.63544756124031
"14","tBodyGyro-mean()-Z","WALKING",0.589722513157895
"14","tBodyGyro-std()-X","WALKING",-7.3489818628125
"14","tBodyGyro-std()-Y","WALKING",-5.07452491614173
"14","tBodyGyro-std()-Z","WALKING",-3.9495582614094
"14","tBodyGyroJerk-mean()-X","WALKING",-1.47974657454545
"14","tBodyGyroJerk-mean()-Y","WALKING",-0.674094486666667
"14","tBodyGyroJerk-mean()-Z","WALKING",-0.53029155
"14","tBodyGyroJerk-std()-X","WALKING",-7.862917325387
"14","tBodyGyroJerk-std()-Y","WALKING",-7.08608154308176
"14","tBodyGyroJerk-std()-Z","WALKING",-6.86098255933333
"14","tBodyGyroJerkMag-mean()","WALKING",-7.13316330662461
"14","tBodyGyroJerkMag-std()","WALKING",-7.40449134858044
"14","tBodyGyroMag-mean()","WALKING",-4.53210369762712
"14","tBodyGyroMag-std()","WALKING",-5.03799913576159
"14","tGravityAcc-mean()-X","WALKING",7.02852975451613
"14","tGravityAcc-mean()-Y","WALKING",-1.26708374822695
"14","tGravityAcc-mean()-Z","WALKING",-1.70520872797428
"14","tGravityAcc-std()-X","WALKING",-9.41245714736842
"14","tGravityAcc-std()-Y","WALKING",-9.45186289596273
"14","tGravityAcc-std()-Z","WALKING",-9.15927846160991
"14","tGravityAccMag-mean()","WALKING",-5.26337759640288
"14","tGravityAccMag-std()","WALKING",-5.47233155531915
"14","fBodyAcc-mean()-X","WALKING_DOWNSTAIRS",-5.52514455
"14","fBodyAcc-mean()-Y","WALKING_DOWNSTAIRS",9.42713856666667
"14","fBodyAcc-mean()-Z","WALKING_DOWNSTAIRS",2.97846533333333
"14","fBodyAcc-meanFreq()-X","WALKING_DOWNSTAIRS",1.74218303333333
"14","fBodyAcc-meanFreq()-Y","WALKING_DOWNSTAIRS",-2.62273283333333
"14","fBodyAcc-meanFreq()-Z","WALKING_DOWNSTAIRS",-2.08331044
"14","fBodyAcc-std()-X","WALKING_DOWNSTAIRS",0.5261103
"14","fBodyAcc-std()-Y","WALKING_DOWNSTAIRS",2.02011032857143
"14","fBodyAcc-std()-Z","WALKING_DOWNSTAIRS",6.6534805
"14","fBodyAccJerk-mean()-X","WALKING_DOWNSTAIRS",0.455737033333333
"14","fBodyAccJerk-mean()-Z","WALKING_DOWNSTAIRS",-1.51205916666667
"14","fBodyAccJerk-meanFreq()-X","WALKING_DOWNSTAIRS",-1.28638231666667
"14","fBodyAccJerk-meanFreq()-Y","WALKING_DOWNSTAIRS",0.11670375
"14","fBodyAccJerk-meanFreq()-Z","WALKING_DOWNSTAIRS",-3.1945829
"14","fBodyAccJerk-std()-X","WALKING_DOWNSTAIRS",5.38496355
"14","fBodyAccJerk-std()-Y","WALKING_DOWNSTAIRS",-5.0067209
"14","fBodyAccJerk-std()-Z","WALKING_DOWNSTAIRS",6.3169769
"14","fBodyAccMag-mean()","WALKING_DOWNSTAIRS",-0.950835666666667
"14","fBodyAccMag-meanFreq()","WALKING_DOWNSTAIRS",-2.231260415
"14","fBodyAccMag-std()","WALKING_DOWNSTAIRS",-2.10503545
"14","fBodyBodyAccJerkMag-mean()","WALKING_DOWNSTAIRS",4.0802935
"14","fBodyBodyAccJerkMag-meanFreq()","WALKING_DOWNSTAIRS",1.72198155
"14","fBodyBodyAccJerkMag-std()","WALKING_DOWNSTAIRS",6.0495178
"14","fBodyBodyGyroJerkMag-meanFreq()","WALKING_DOWNSTAIRS",-0.708054033333333
"14","fBodyBodyGyroMag-mean()","WALKING_DOWNSTAIRS",3.25732654
"14","fBodyBodyGyroMag-meanFreq()","WALKING_DOWNSTAIRS",1.21191890909091
"14","fBodyBodyGyroMag-std()","WALKING_DOWNSTAIRS",-7.0219232
"14","fBodyGyro-mean()-Y","WALKING_DOWNSTAIRS",-8.3692391
"14","fBodyGyro-mean()-Z","WALKING_DOWNSTAIRS",8.8332848
"14","fBodyGyro-meanFreq()-X","WALKING_DOWNSTAIRS",-5.91237395
"14","fBodyGyro-meanFreq()-Y","WALKING_DOWNSTAIRS",-4.40209486666667
"14","fBodyGyro-meanFreq()-Z","WALKING_DOWNSTAIRS",0.0894357199999999
"14","fBodyGyro-std()-Y","WALKING_DOWNSTAIRS",-2.9906573875
"14","fBodyGyro-std()-Z","WALKING_DOWNSTAIRS",-2.4108441
"14","tBodyAcc-mean()-Y","WALKING_DOWNSTAIRS",-3.37915768035714
"14","tBodyAcc-mean()-Z","WALKING_DOWNSTAIRS",-1.906227775
"14","tBodyAcc-std()-X","WALKING_DOWNSTAIRS",1.15090955
"14","tBodyAcc-std()-Y","WALKING_DOWNSTAIRS",-2.30543671666667
"14","tBodyAcc-std()-Z","WALKING_DOWNSTAIRS",-2.21913515
"14","tBodyAccJerk-mean()-X","WALKING_DOWNSTAIRS",0.304870622222222
"14","tBodyAccJerk-mean()-Y","WALKING_DOWNSTAIRS",2.91407031886792
"14","tBodyAccJerk-mean()-Z","WALKING_DOWNSTAIRS",0.273837570422535
"14","tBodyAccJerk-std()-X","WALKING_DOWNSTAIRS",-2.96492236666667
"14","tBodyAccJerk-std()-Y","WALKING_DOWNSTAIRS",3.891967775
"14","tBodyAccJerkMag-mean()","WALKING_DOWNSTAIRS",-0.619631366666667
"14","tBodyAccMag-mean()","WALKING_DOWNSTAIRS",9.5084408
"14","tBodyAccMag-std()","WALKING_DOWNSTAIRS",2.04518845
"14","tBodyGyro-mean()-X","WALKING_DOWNSTAIRS",-2.07334480769231
"14","tBodyGyro-mean()-Y","WALKING_DOWNSTAIRS",-2.37729163333333
"14","tBodyGyro-mean()-Z","WALKING_DOWNSTAIRS",-0.73965
"14","tBodyGyro-std()-Y","WALKING_DOWNSTAIRS",3.45634366666667
"14","tBodyGyro-std()-Z","WALKING_DOWNSTAIRS",8.5994408
"14","tBodyGyroJerk-mean()-X","WALKING_DOWNSTAIRS",1.5082495
"14","tBodyGyroJerk-mean()-Y","WALKING_DOWNSTAIRS",-1.36498560555556
"14","tBodyGyroJerk-mean()-Z","WALKING_DOWNSTAIRS",1.0691041
"14","tBodyGyroJerk-std()-Z","WALKING_DOWNSTAIRS",-0.0249434000000001
"14","tBodyGyroJerkMag-mean()","WALKING_DOWNSTAIRS",5.3364049
